"lambda_","max_iters","gamma","categorical_subsets","standardize","nan_threshold_percentage","nan_replacement_type","extrema_clip_percentage","non_informative_threshold","feature_augmentation","poly_max_degree","ihs","sine","sinh","cosine","cosh","exp","abs","seed","test_accuracies"
0.01,0,0.1,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
0.01,0,0.1,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
0.01,0,1.0,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
0.01,0,1.0,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
0.01,0,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
0.01,0,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
0.01,0,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
0.01,0,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
0.01,0,1.0,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
0.01,0,1.0,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
0.01,200,0.0001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.666, 0.73, 0.716, 0.72, 0.7, 0.672, 0.712, 0.664, 0.736]"
0.01,200,0.0001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.674, 0.668, 0.726, 0.718, 0.72, 0.698, 0.67, 0.706, 0.662, 0.732]"
0.01,200,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.666, 0.73, 0.716, 0.72, 0.7, 0.672, 0.712, 0.664, 0.736]"
0.01,200,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.674, 0.668, 0.726, 0.718, 0.72, 0.698, 0.67, 0.706, 0.662, 0.732]"
0.01,200,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.69, 0.738, 0.73, 0.744, 0.72, 0.678, 0.712, 0.694, 0.76]"
0.01,200,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.684, 0.728, 0.73, 0.728, 0.71, 0.684, 0.712, 0.682, 0.756]"
0.01,200,0.0001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.69, 0.738, 0.73, 0.744, 0.72, 0.678, 0.712, 0.694, 0.76]"
0.01,200,0.0001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.684, 0.728, 0.73, 0.728, 0.71, 0.684, 0.712, 0.682, 0.756]"
0.01,200,0.001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.672, 0.664, 0.726, 0.718, 0.732, 0.71, 0.678, 0.718, 0.674, 0.736]"
0.01,200,0.001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.674, 0.67, 0.73, 0.718, 0.73, 0.706, 0.68, 0.716, 0.668, 0.736]"
0.01,200,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.672, 0.664, 0.726, 0.718, 0.732, 0.71, 0.678, 0.718, 0.674, 0.736]"
0.01,200,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.674, 0.67, 0.73, 0.718, 0.73, 0.706, 0.68, 0.716, 0.668, 0.736]"
0.01,200,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.69, 0.738, 0.728, 0.746, 0.726, 0.682, 0.716, 0.692, 0.758]"
0.01,200,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.686, 0.69, 0.734, 0.734, 0.744, 0.716, 0.688, 0.71, 0.692, 0.756]"
0.01,200,0.001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.69, 0.738, 0.728, 0.746, 0.726, 0.682, 0.716, 0.692, 0.758]"
0.01,200,0.001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.686, 0.69, 0.734, 0.734, 0.744, 0.716, 0.688, 0.71, 0.692, 0.756]"
0.01,200,0.01,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.698, 0.696, 0.744, 0.72, 0.762, 0.716, 0.688, 0.726, 0.698, 0.736]"
0.01,200,0.01,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.7, 0.694, 0.742, 0.724, 0.766, 0.714, 0.692, 0.726, 0.704, 0.738]"
0.01,200,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.698, 0.696, 0.744, 0.72, 0.762, 0.716, 0.688, 0.726, 0.698, 0.736]"
0.01,200,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.7, 0.694, 0.742, 0.724, 0.766, 0.714, 0.692, 0.726, 0.704, 0.738]"
0.01,200,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.702, 0.71, 0.756, 0.74, 0.766, 0.73, 0.696, 0.728, 0.714, 0.772]"
0.01,200,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.7, 0.716, 0.758, 0.744, 0.764, 0.73, 0.696, 0.728, 0.71, 0.768]"
0.01,200,0.01,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.702, 0.71, 0.756, 0.74, 0.766, 0.73, 0.696, 0.728, 0.714, 0.772]"
0.01,200,0.01,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.7, 0.716, 0.758, 0.744, 0.764, 0.73, 0.696, 0.728, 0.71, 0.768]"
0.01,200,0.1,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.748, 0.698, 0.75, 0.748, 0.766, 0.748, 0.694, 0.73, 0.734, 0.742]"
0.01,200,0.1,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.75, 0.696, 0.75, 0.748, 0.766, 0.744, 0.696, 0.734, 0.732, 0.74]"
0.01,200,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.748, 0.698, 0.75, 0.748, 0.766, 0.748, 0.694, 0.73, 0.734, 0.742]"
0.01,200,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.75, 0.696, 0.75, 0.748, 0.766, 0.744, 0.696, 0.734, 0.732, 0.74]"
0.01,200,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.716, 0.77, 0.754, 0.772, 0.756, 0.714, 0.744, 0.752, 0.772]"
0.01,200,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.718, 0.77, 0.756, 0.772, 0.758, 0.712, 0.746, 0.75, 0.772]"
0.01,200,0.1,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.716, 0.77, 0.754, 0.772, 0.756, 0.714, 0.744, 0.752, 0.772]"
0.01,200,0.1,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.718, 0.77, 0.756, 0.772, 0.758, 0.712, 0.746, 0.75, 0.772]"
0.01,200,1.0,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.766, 0.704, 0.754, 0.752, 0.768, 0.744, 0.71, 0.728, 0.738, 0.744]"
0.01,200,1.0,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.766, 0.706, 0.754, 0.752, 0.77, 0.744, 0.71, 0.728, 0.738, 0.744]"
0.01,200,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.766, 0.704, 0.754, 0.752, 0.768, 0.744, 0.71, 0.728, 0.738, 0.744]"
0.01,200,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.766, 0.706, 0.754, 0.752, 0.77, 0.744, 0.71, 0.728, 0.738, 0.744]"
0.01,200,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.748, 0.714, 0.782, 0.76, 0.782, 0.762, 0.726, 0.74, 0.748, 0.77]"
0.01,200,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.744, 0.718, 0.782, 0.758, 0.784, 0.76, 0.726, 0.738, 0.748, 0.77]"
0.01,200,1.0,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.748, 0.714, 0.782, 0.76, 0.782, 0.762, 0.726, 0.74, 0.748, 0.77]"
0.01,200,1.0,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.744, 0.718, 0.782, 0.758, 0.784, 0.76, 0.726, 0.738, 0.748, 0.77]"
0.01,400,0.0001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.664, 0.73, 0.716, 0.72, 0.7, 0.672, 0.712, 0.668, 0.734]"
0.01,400,0.0001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.666, 0.728, 0.718, 0.718, 0.7, 0.67, 0.708, 0.662, 0.736]"
0.01,400,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.664, 0.73, 0.716, 0.72, 0.7, 0.672, 0.712, 0.668, 0.734]"
0.01,400,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.666, 0.728, 0.718, 0.718, 0.7, 0.67, 0.708, 0.662, 0.736]"
0.01,400,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.69, 0.738, 0.73, 0.744, 0.72, 0.68, 0.71, 0.692, 0.76]"
0.01,400,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.682, 0.728, 0.73, 0.73, 0.71, 0.686, 0.712, 0.684, 0.756]"
0.01,400,0.0001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.69, 0.738, 0.73, 0.744, 0.72, 0.68, 0.71, 0.692, 0.76]"
0.01,400,0.0001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.682, 0.728, 0.73, 0.73, 0.71, 0.686, 0.712, 0.684, 0.756]"
0.01,400,0.001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.672, 0.67, 0.726, 0.726, 0.738, 0.71, 0.678, 0.72, 0.674, 0.736]"
0.01,400,0.001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.67, 0.724, 0.722, 0.738, 0.71, 0.678, 0.724, 0.672, 0.736]"
0.01,400,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.672, 0.67, 0.726, 0.726, 0.738, 0.71, 0.678, 0.72, 0.674, 0.736]"
0.01,400,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.67, 0.724, 0.722, 0.738, 0.71, 0.678, 0.724, 0.672, 0.736]"
0.01,400,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.686, 0.694, 0.738, 0.732, 0.75, 0.728, 0.686, 0.716, 0.694, 0.76]"
0.01,400,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.676, 0.696, 0.736, 0.732, 0.744, 0.718, 0.692, 0.714, 0.694, 0.756]"
0.01,400,0.001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.686, 0.694, 0.738, 0.732, 0.75, 0.728, 0.686, 0.716, 0.694, 0.76]"
0.01,400,0.001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.676, 0.696, 0.736, 0.732, 0.744, 0.718, 0.692, 0.714, 0.694, 0.756]"
0.01,400,0.01,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.708, 0.754, 0.736, 0.768, 0.736, 0.692, 0.718, 0.72, 0.756]"
0.01,400,0.01,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.724, 0.706, 0.754, 0.736, 0.768, 0.732, 0.694, 0.718, 0.722, 0.756]"
0.01,400,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.708, 0.754, 0.736, 0.768, 0.736, 0.692, 0.718, 0.72, 0.756]"
0.01,400,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.724, 0.706, 0.754, 0.736, 0.768, 0.732, 0.694, 0.718, 0.722, 0.756]"
0.01,400,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.722, 0.708, 0.762, 0.754, 0.776, 0.744, 0.706, 0.732, 0.724, 0.772]"
0.01,400,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.724, 0.708, 0.764, 0.754, 0.78, 0.742, 0.702, 0.732, 0.724, 0.772]"
0.01,400,0.01,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.722, 0.708, 0.762, 0.754, 0.776, 0.744, 0.706, 0.732, 0.724, 0.772]"
0.01,400,0.01,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.724, 0.708, 0.764, 0.754, 0.78, 0.742, 0.702, 0.732, 0.724, 0.772]"
0.01,400,0.1,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.762, 0.7, 0.754, 0.746, 0.772, 0.746, 0.7, 0.728, 0.734, 0.744]"
0.01,400,0.1,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.762, 0.702, 0.752, 0.748, 0.772, 0.748, 0.698, 0.73, 0.734, 0.744]"
0.01,400,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.762, 0.7, 0.754, 0.746, 0.772, 0.746, 0.7, 0.728, 0.734, 0.744]"
0.01,400,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.762, 0.702, 0.752, 0.748, 0.772, 0.748, 0.698, 0.73, 0.734, 0.744]"
0.01,400,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.738, 0.714, 0.78, 0.754, 0.776, 0.758, 0.718, 0.738, 0.754, 0.772]"
0.01,400,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.74, 0.714, 0.78, 0.756, 0.774, 0.758, 0.718, 0.74, 0.754, 0.772]"
0.01,400,0.1,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.738, 0.714, 0.78, 0.754, 0.776, 0.758, 0.718, 0.738, 0.754, 0.772]"
0.01,400,0.1,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.74, 0.714, 0.78, 0.756, 0.774, 0.758, 0.718, 0.74, 0.754, 0.772]"
0.01,400,1.0,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.766, 0.704, 0.754, 0.752, 0.768, 0.744, 0.71, 0.728, 0.738, 0.744]"
0.01,400,1.0,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.766, 0.708, 0.754, 0.752, 0.77, 0.744, 0.71, 0.728, 0.738, 0.744]"
0.01,400,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.766, 0.704, 0.754, 0.752, 0.768, 0.744, 0.71, 0.728, 0.738, 0.744]"
0.01,400,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.766, 0.708, 0.754, 0.752, 0.77, 0.744, 0.71, 0.728, 0.738, 0.744]"
0.01,400,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.748, 0.714, 0.782, 0.76, 0.782, 0.762, 0.726, 0.742, 0.748, 0.77]"
0.01,400,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.744, 0.718, 0.782, 0.758, 0.784, 0.76, 0.726, 0.738, 0.748, 0.77]"
0.01,400,1.0,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.748, 0.714, 0.782, 0.76, 0.782, 0.762, 0.726, 0.742, 0.748, 0.77]"
0.01,400,1.0,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.744, 0.718, 0.782, 0.758, 0.784, 0.76, 0.726, 0.738, 0.748, 0.77]"
0.01,600,0.0001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.664, 0.73, 0.716, 0.722, 0.7, 0.672, 0.716, 0.67, 0.732]"
0.01,600,0.0001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.666, 0.73, 0.716, 0.72, 0.7, 0.672, 0.706, 0.664, 0.734]"
0.01,600,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.664, 0.73, 0.716, 0.722, 0.7, 0.672, 0.716, 0.67, 0.732]"
0.01,600,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.666, 0.73, 0.716, 0.72, 0.7, 0.672, 0.706, 0.664, 0.734]"
0.01,600,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.69, 0.738, 0.73, 0.744, 0.722, 0.68, 0.71, 0.692, 0.758]"
0.01,600,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.684, 0.728, 0.73, 0.732, 0.714, 0.686, 0.712, 0.684, 0.756]"
0.01,600,0.0001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.69, 0.738, 0.73, 0.744, 0.722, 0.68, 0.71, 0.692, 0.758]"
0.01,600,0.0001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.684, 0.728, 0.73, 0.732, 0.714, 0.686, 0.712, 0.684, 0.756]"
0.01,600,0.001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.672, 0.684, 0.722, 0.724, 0.736, 0.714, 0.686, 0.72, 0.68, 0.734]"
0.01,600,0.001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.674, 0.682, 0.726, 0.726, 0.736, 0.71, 0.688, 0.72, 0.676, 0.736]"
0.01,600,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.672, 0.684, 0.722, 0.724, 0.736, 0.714, 0.686, 0.72, 0.68, 0.734]"
0.01,600,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.674, 0.682, 0.726, 0.726, 0.736, 0.71, 0.688, 0.72, 0.676, 0.736]"
0.01,600,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.688, 0.7, 0.74, 0.73, 0.752, 0.73, 0.694, 0.72, 0.7, 0.762]"
0.01,600,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.694, 0.736, 0.732, 0.748, 0.724, 0.694, 0.726, 0.7, 0.758]"
0.01,600,0.001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.688, 0.7, 0.74, 0.73, 0.752, 0.73, 0.694, 0.72, 0.7, 0.762]"
0.01,600,0.001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.694, 0.736, 0.732, 0.748, 0.724, 0.694, 0.726, 0.7, 0.758]"
0.01,600,0.01,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.734, 0.686, 0.756, 0.742, 0.774, 0.744, 0.688, 0.718, 0.724, 0.752]"
0.01,600,0.01,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.686, 0.758, 0.742, 0.772, 0.742, 0.688, 0.72, 0.724, 0.752]"
0.01,600,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.734, 0.686, 0.756, 0.742, 0.774, 0.744, 0.688, 0.718, 0.724, 0.752]"
0.01,600,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.686, 0.758, 0.742, 0.772, 0.742, 0.688, 0.72, 0.724, 0.752]"
0.01,600,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.712, 0.766, 0.754, 0.778, 0.744, 0.708, 0.734, 0.732, 0.774]"
0.01,600,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.73, 0.71, 0.766, 0.754, 0.782, 0.744, 0.71, 0.734, 0.734, 0.774]"
0.01,600,0.01,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.712, 0.766, 0.754, 0.778, 0.744, 0.708, 0.734, 0.732, 0.774]"
0.01,600,0.01,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.73, 0.71, 0.766, 0.754, 0.782, 0.744, 0.71, 0.734, 0.734, 0.774]"
0.01,600,0.1,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.764, 0.698, 0.756, 0.75, 0.77, 0.744, 0.71, 0.728, 0.732, 0.744]"
