"lambda_","categorical_subsets","standardize","nan_threshold_ratio","nan_replacement_type","extrema_clip_percentage","non_informative_threshold","feature_augmentation","poly_max_degree","ihs","sine","sinh","cosine","cosh","exp","abs","seed","test_accuracies"
1e-07,"[[0, 1, 2, 3]]",True,0.5,"median",1,0.05,True,12,True,True,True,True,True,True,True,270404,"[0.82724, 0.82732, 0.82724, 0.82576, 0.82924, 0.82384, 0.82376, 0.82692, 0.82492, 0.82896]"
