"lambda_","categorical_subsets","standardize","nan_threshold_ratio","nan_replacement_type","extrema_clip_percentage","non_informative_threshold","feature_augmentation","poly_max_degree","ihs","sine","sinh","cosine","cosh","exp","abs","seed","test_accuracies"
1e-07,"[[0], [1], [2, 3]]",True,0.5,"median",0,0.05,True,12,True,True,True,True,True,True,True,270404,"[0.83496, 0.83504, 0.83664, 0.83436, 0.8372, 0.82916, 0.8294, 0.83196, 0.83108, 0.83336]"
